tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
04/07/2023,P063,Klima,Elektronik,1441.67,9,12975.03,3523,Nirgül,Erkek,54,İzmir,390.76
27/12/2022,P037,Fırın,Ev Aletleri,1458.2,10,14582.0,1068,Abdulmenaf,Erkek,32,Adana,2559.87
17/01/2024,P018,Telefon,Elektronik,625.45,1,625.45,2345,Temirhan,Kadın,50,Adana,2194.54
15/09/2024,P032,Mouse,Elektronik,393.59,7,2755.13,7639,Örfiye,Kadın,32,Bursa,2915.74
05/10/2024,P018,Telefon,Elektronik,1441.34,13,18737.42,8291,Onurcan,Erkek,30,Konya,2985.75
23/08/2024,P011,Kalem,Kırtasiye,306.44,2,612.88,3582,Durgadin,Kadın,19,Konya,761.37
11/03/2024,P024,Bilgisayar,Elektronik,1069.37,6,7520.75939059395,9424,Timurtaş,Kadın,34,Antalya,2037.49
15/09/2024,P032,Mouse,Elektronik,110.59,13,1437.67,9300,Selçuk,Kadın,52,Konya,509.83
01/03/2024,P032,Mouse,Elektronik,649.94,7,4549.58,6813,Dilcan,Kadın,23,İstanbul,1413.72
13/06/2024,P082,Defter,Kırtasiye,1082.14,16,17314.24,3957,Fitnat,Kadın,27,Antalya,3992.87
13/06/2024,P010,Çanta,Giyim,155.2,2,310.4,6870,Muratcan,Kadın,38,Gaziantep,4625.85
05/06/2023,P063,Klima,Elektronik,749.79,2,1499.58,4015,Korkmazalp,Kadın,19,Ankara,1993.81
21/08/2023,P082,Defter,Kırtasiye,1487.42,10,14874.2,3608,Aksoy,Kadın,50,Adana,3300.72
20/01/2023,P037,Fırın,Ev Aletleri,374.83,19,7121.77,5456,Ertün,Kadın,38,Bursa,1347.09
12/02/2023,P037,Fırın,Ev Aletleri,976.73,11,10744.03,2818,Güverçin,Erkek,31,Gaziantep,3035.29
25/05/2024,P097,Su Şişesi,Mutfak Ürünleri,829.94,4,3319.76,7237,Cannur,Kadın,24,Ankara,2049.49
15/08/2023,P032,Mouse,Elektronik,77.25,8,618.0,8154,Zennun,Erkek,30,İstanbul,388.3
02/03/2023,P010,Çanta,Giyim,60,7,420.0,7355,Aydınbey,Kadın,30,Antalya,3228.18
10/03/2023,P087,Kulaklık,Elektronik,1102.01,18,19836.18,7675,Çağdan,Kadın,31,Bursa,483.39
14/02/2024,P037,Fırın,Ev Aletleri,1430.03,5,7150.15,4213,Sidar,Kadın,52,İzmir,919.05
15/03/2023,P032,Mouse,Elektronik,403.24,16,6451.84,8289,Çelikyürek,Kadın,48,Bursa,1993.47
18/04/2024,P018,Telefon,Elektronik,849.95,10,8499.5,1745,Safinaz,Kadın,19,İzmir,4502.31
10/04/2024,P087,Kulaklık,Elektronik,1124.33,16,17989.28,7188,İzgü,Erkek,57,Ankara,1924.26
06/04/2023,P011,Kalem,Kırtasiye,1207.52,19,22942.88,2337,Yaşar,Kadın,59,Adana,2656.99
29/12/2022,P082,Defter,Kırtasiye,192.86,8,1542.88,1966,Ramadan,Erkek,28,Bursa,4163.75
21/08/2023,P097,Su Şişesi,Mutfak Ürünleri,1114.03,9,10026.27,7446,Başhan,Erkek,67,İzmir,765.09
10/03/2024,P018,Telefon,Elektronik,1441.16,11,15852.76,5303,Oguş,Kadın,68,Ankara,311.43
14/06/2023,P082,Defter,Kırtasiye,873.74,4,3494.96,3479,Baturay,Erkek,18,İstanbul,4590.82
31/12/2022,P082,Defter,Kırtasiye,1276.47,11,14041.17,3305,Ünlen,Kadın,45,Antalya,3561.27
02/04/2023,P063,Klima,Elektronik,1343.71,17,22843.07,4902,Hürmet,Erkek,25,İzmir,4295.03
28/07/2024,P037,Fırın,Ev Aletleri,434.29,17,7382.93,8340,Besey,Erkek,68,Konya,2278.25
15/02/2023,P018,Telefon,Elektronik,1378.66,1,1378.66,8927,Cihandide,Kadın,56,Adana,3301.25
04/02/2023,P011,Kalem,Kırtasiye,700.6,2,1401.2,2182,Akdora,Kadın,25,Gaziantep,846.93
28/02/2023,P011,Kalem,Kırtasiye,1087.43,10,10874.3,8070,Sunay,Erkek,65,Bursa,1156.34
28/12/2022,P010,Çanta,Giyim,1278.19,15,19172.85,3570,Akmaner,Kadın,44,Adana,673.1
20/06/2023,P018,Telefon,Elektronik,1034.4,9,9309.6,2443,Yaşattin,Kadın,58,İstanbul,3307.18
28/04/2023,P018,Telefon,Elektronik,407.4,10,4074.0,6169,Erkan,Kadın,47,Bursa,4304.76
24/03/2024,P082,Defter,Kırtasiye,22.79,2,45.58,8586,Barışcan,Kadın,54,Adana,1732.46
16/11/2022,P032,Mouse,Elektronik,1236.88,12,14842.56,1348,Servinaz,Kadın,63,Bursa,2035.4
09/07/2024,P097,Su Şişesi,Mutfak Ürünleri,1494.69,18,26904.42,5205,Özdil,Kadın,19,İstanbul,2887.97
30/12/2023,P018,Telefon,Elektronik,1398.81,6,8392.86,8206,İlbek,Kadın,60,Adana,3339.08
26/07/2023,P010,Çanta,Giyim,1019.76,11,11217.36,8941,Sümeyye,Erkek,56,Bursa,4005.49
09/10/2023,P082,Defter,Kırtasiye,428.78,16,6860.48,7950,Yadigar,Erkek,66,Gaziantep,1216.77
25/01/2023,P063,Klima,Elektronik,397.64,6,2385.84,3084,Vezat,Erkek,33,Bursa,2939.28
08/03/2023,P087,Kulaklık,Elektronik,388.16,19,7520.75939059395,4783,Özlü,Kadın,68,Ankara,3294.19
13/09/2023,P063,Klima,Elektronik,1028.47,8,8227.76,3977,Mengüç,Erkek,38,Antalya,4776.98
23/08/2024,P063,Klima,Elektronik,477.4,4,1909.6,4446,Adila,Erkek,24,Ankara,4576.8
20/06/2023,P097,Su Şişesi,Mutfak Ürünleri,1166.88,6,7520.75939059395,2741,Cezayir,Erkek,22,Bursa,1789.32
10/08/2024,P097,Su Şişesi,Mutfak Ürünleri,140.76,13,1829.88,7497,Borataş,Erkek,35,Antalya,4695.46
24/03/2023,P037,Fırın,Ev Aletleri,644.24,11,7086.64,1480,Halenur,Erkek,37,Adana,2422.62
19/11/2023,P032,Mouse,Elektronik,1467.72,3,4403.16,9461,Akdurmuş,Kadın,26,Ankara,3009.6
19/05/2023,P087,Kulaklık,Elektronik,638.79,9,5749.11,7656,Nili,Kadın,32,İstanbul,915.89
09/02/2023,P010,Çanta,Giyim,626.09,7,4382.63,1730,Özlem,Kadın,25,Konya,1200.58
17/11/2022,P011,Kalem,Kırtasiye,586.09,2,1172.18,7528,Bilay,Erkek,55,Bursa,4764.05
25/07/2023,P032,Mouse,Elektronik,403.13,16,6450.08,9222,Ziyaettin,Erkek,53,Bursa,2662.66
04/12/2022,P087,Kulaklık,Elektronik,913.3,18,7520.75939059395,2530,Ağbegim,Kadın,57,Adana,4039.33
14/05/2023,P063,Klima,Elektronik,543.39,13,7064.07,6771,Balatekin,Erkek,36,Konya,3530.11
29/03/2024,P010,Çanta,Giyim,595.21,18,10713.78,5887,Alparslan,Erkek,25,Adana,1290.14
16/06/2023,P018,Telefon,Elektronik,1394.51,6,8367.06,5202,Salami,Erkek,32,Konya,3042.84
27/08/2024,P063,Klima,Elektronik,1067.94,13,13883.22,8421,Tansev,Erkek,51,Konya,1906.06
20/03/2023,P024,Bilgisayar,Elektronik,65.28,4,261.12,1293,Özdoğdu,Erkek,46,Antalya,3678.82
24/01/2023,P082,Defter,Kırtasiye,1217.08,6,7302.48,8389,Kete,Erkek,35,Antalya,375.83
01/07/2024,P082,Defter,Kırtasiye,623.39,9,5610.51,8268,Özkent,Erkek,49,Adana,310.89
25/11/2023,P087,Kulaklık,Elektronik,802.34,16,12837.44,8542,Şavki,Kadın,56,Adana,4208.3
17/10/2024,P018,Telefon,Elektronik,1145.99,17,19481.83,6772,Gülsü,Erkek,51,Bursa,1892.92
04/01/2023,P037,Fırın,Ev Aletleri,128.29,12,1539.48,8855,Şuayp,Kadın,23,İstanbul,917.85
16/06/2024,P024,Bilgisayar,Elektronik,62.32,15,934.8,8057,Bediriye,Erkek,69,Adana,4580.81
03/04/2024,P010,Çanta,Giyim,1044.27,6,6265.62,9083,Selâtin,Kadın,40,Antalya,4543.55
16/07/2023,P082,Defter,Kırtasiye,1081.72,11,11898.92,5583,Koşukhan,Erkek,45,Konya,2549.56
20/12/2023,P011,Kalem,Kırtasiye,83.46,17,1418.82,5931,Hıfzullah,Kadın,30,Bursa,3432.38
23/04/2023,P032,Mouse,Elektronik,967.38,7,6771.66,1013,Dilhuş,Erkek,58,Antalya,3575.91
30/03/2024,P010,Çanta,Giyim,1448.42,3,4345.26,8126,Oranlı,Kadın,19,Antalya,4432.77
12/01/2023,P082,Defter,Kırtasiye,1254.57,11,13800.27,3645,Şelâle,Erkek,28,Konya,171.74
22/08/2023,P011,Kalem,Kırtasiye,890.2,17,15133.4,5011,Çağdan,Erkek,64,Antalya,3165.03
10/08/2024,P097,Su Şişesi,Mutfak Ürünleri,1118.31,5,7520.75939059395,6735,Sezen,Erkek,62,Bursa,1299.85
05/07/2024,P082,Defter,Kırtasiye,835.08,9,7515.72,2460,Kutay,Erkek,36,Adana,246.87
30/07/2024,P063,Klima,Elektronik,822.59,2,1645.18,5540,Fehim,Kadın,53,Adana,3498.06
21/02/2023,P011,Kalem,Kırtasiye,784.53,7,5491.71,9413,Feraye,Kadın,47,Ankara,4172.11
06/09/2023,P037,Fırın,Ev Aletleri,271.72,10,7520.75939059395,4894,Kavurt,Erkek,22,İzmir,3119.24
06/02/2024,P010,Çanta,Giyim,570.72,7,3995.04,6581,Melûl,Kadın,34,Gaziantep,3641.7
09/10/2023,P010,Çanta,Giyim,1272.8,9,11455.2,9907,Akınal,Erkek,46,Konya,2360.13
03/02/2024,P082,Defter,Kırtasiye,775.33,9,6977.97,7410,Üçgül,Kadın,42,Gaziantep,363.13
30/03/2023,P024,Bilgisayar,Elektronik,1105.48,10,11054.8,8381,Selvi,Erkek,19,İzmir,4564.93
14/11/2022,P024,Bilgisayar,Elektronik,303.19,2,606.38,1131,İrfan,Kadın,56,Ankara,2623.83
21/04/2023,P037,Fırın,Ev Aletleri,507.94,18,9142.92,4743,Sezen,Kadın,57,Konya,3445.74
01/11/2023,P087,Kulaklık,Elektronik,289.11,19,5493.09,1924,Temuçin,Kadın,61,Konya,4488.39
22/11/2022,P087,Kulaklık,Elektronik,536.43,19,7520.75939059395,1753,Ismık,Erkek,29,Bursa,771.32
28/07/2023,P024,Bilgisayar,Elektronik,255.66,14,3579.24,9958,Güçal,Erkek,31,Bursa,4485.31
18/07/2024,P082,Defter,Kırtasiye,1373.41,7,9613.87,5363,Kocabaş,Erkek,26,Gaziantep,4578.51
04/07/2024,P011,Kalem,Kırtasiye,376.32,5,1881.6,3990,Velitdin,Erkek,31,Bursa,3359.16
25/05/2023,P087,Kulaklık,Elektronik,203.5,2,407.0,1157,Onursu,Erkek,66,Konya,449.85
19/04/2024,P018,Telefon,Elektronik,1156.15,15,17342.25,2845,Sağcan,Erkek,20,İzmir,4938.79
05/10/2023,P037,Fırın,Ev Aletleri,568.18,1,568.18,3887,Tolonbay,Erkek,31,İzmir,299.2
20/12/2023,P082,Defter,Kırtasiye,1004.84,4,4019.36,4979,Yağın,Kadın,33,Gaziantep,1300.61
03/11/2024,P063,Klima,Elektronik,161.96,14,2267.44,5531,Neptün,Kadın,37,İstanbul,3553.43
26/11/2023,P082,Defter,Kırtasiye,1047.74,8,8381.92,7684,Melaha,Erkek,22,Adana,1505.43
05/01/2023,P063,Klima,Elektronik,316.01,13,4108.13,4928,Sabih,Erkek,45,Antalya,3824.23
31/07/2023,P011,Kalem,Kırtasiye,147.17,13,1913.21,4867,Nafii,Erkek,20,İzmir,2614.67
08/09/2024,P097,Su Şişesi,Mutfak Ürünleri,547.69,1,547.69,5897,Sejda,Kadın,34,İstanbul,1364.38
28/01/2023,P024,Bilgisayar,Elektronik,1325.63,18,7520.75939059395,4921,Aydınbey,Erkek,38,Gaziantep,4094.12
29/01/2024,P024,Bilgisayar,Elektronik,381.27,16,6100.32,9869,Nades,Erkek,53,Ankara,177.76
06/07/2024,P011,Kalem,Kırtasiye,1044.96,16,16719.36,8003,Batırhan,Erkek,24,Konya,167.92
13/08/2024,P010,Çanta,Giyim,1380.28,19,26225.32,3158,Selvi,Kadın,69,Adana,3985.6
04/04/2023,P082,Defter,Kırtasiye,491.43,5,2457.15,9271,Arcan,Erkek,29,İstanbul,4305.44
01/02/2023,P032,Mouse,Elektronik,565.35,10,5653.5,2348,Gül,Erkek,55,İzmir,698.72
24/02/2024,P037,Fırın,Ev Aletleri,745.34,7,5217.38,8158,Tanses,Erkek,31,İzmir,3230.84
28/08/2024,P011,Kalem,Kırtasiye,882.2,12,10586.4,2424,İlklima,Kadın,40,İstanbul,3324.39
14/08/2024,P032,Mouse,Elektronik,106.02,17,1802.34,6735,Sezen,Erkek,62,Bursa,1299.85
08/06/2023,P018,Telefon,Elektronik,722.63,5,3613.15,5129,Melûl,Kadın,69,Ankara,3435.86
04/04/2024,P032,Mouse,Elektronik,406.35,15,6095.25,1696,Alaz,Erkek,36,Gaziantep,1507.6
14/07/2024,P037,Fırın,Ev Aletleri,1409.23,4,5636.92,1680,Ayaydın,Erkek,62,Gaziantep,3188.77
11/04/2023,P087,Kulaklık,Elektronik,608.84,13,7914.92,5931,Hıfzullah,Kadın,30,Bursa,3432.38
13/03/2024,P024,Bilgisayar,Elektronik,1302.71,19,24751.49,9342,İnançlı,Kadın,27,Bursa,2340.33
16/07/2024,P010,Çanta,Giyim,1087.24,4,4348.96,8733,Kösemen,Kadın,48,Antalya,2872.41
21/11/2022,P063,Klima,Elektronik,944.93,14,13229.02,9274,Gülter,Kadın,58,Ankara,3309.49
08/12/2023,P082,Defter,Kırtasiye,1073.03,5,5365.15,2253,Metinkaya,Kadın,20,Konya,1763.22
22/03/2024,P037,Fırın,Ev Aletleri,612.39,4,2449.56,5944,Öngen,Kadın,50,Bursa,3715.9
12/02/2023,P097,Su Şişesi,Mutfak Ürünleri,122.21,13,1588.73,8168,Ezgütekin,Kadın,28,Ankara,2062.81
28/02/2023,P097,Su Şişesi,Mutfak Ürünleri,979.88,9,8818.92,2167,Fehmiye,Kadın,36,İzmir,3662.64
04/02/2023,P037,Fırın,Ev Aletleri,984.46,5,4922.3,1828,Şevketfeza,Kadın,65,İzmir,3464.07
10/07/2024,P097,Su Şişesi,Mutfak Ürünleri,429.14,12,5149.68,6589,Yahşi,Kadın,66,Antalya,2462.47
02/08/2023,P024,Bilgisayar,Elektronik,769.7,19,14624.3,1608,Semender,Erkek,56,Bursa,2243.21
06/05/2024,P082,Defter,Kırtasiye,1211.78,11,13329.58,8144,Nurbanu,Erkek,33,Adana,1231.66
08/09/2023,P032,Mouse,Elektronik,748.18,14,10474.52,6920,Özbilek,Erkek,60,Adana,3671.43
22/01/2024,P032,Mouse,Elektronik,24,8,192.0,4131,Şide,Kadın,58,Gaziantep,3740.2
24/10/2024,P097,Su Şişesi,Mutfak Ürünleri,1167.74,2,2335.48,5643,Abiye,Kadın,52,Bursa,1195.3
21/09/2024,P063,Klima,Elektronik,460.53,7,3223.71,3139,Esenbay,Kadın,55,İzmir,1362.3
20/06/2023,P097,Su Şişesi,Mutfak Ürünleri,815.49,3,7520.75939059395,7232,Konguralp,Kadın,37,İzmir,3641.34
27/03/2023,P011,Kalem,Kırtasiye,1448.41,1,1448.41,6721,Süzer,Erkek,30,Konya,2809.23
17/07/2023,P087,Kulaklık,Elektronik,17.34,19,329.46,2128,Tiğin,Erkek,40,Antalya,3842.84
10/03/2024,P063,Klima,Elektronik,1326.33,5,6631.65,2674,Turcein,Kadın,67,Antalya,3920.25
09/07/2024,P018,Telefon,Elektronik,853.98,13,11101.74,2033,Abdülhadi,Kadın,64,Antalya,2516.17
01/12/2022,P011,Kalem,Kırtasiye,687.14,15,10307.1,9579,Doğuhan,Kadın,54,Adana,1500.4
05/09/2024,P097,Su Şişesi,Mutfak Ürünleri,764.52,5,3822.6,7757,Okbay,Kadın,62,Gaziantep,2824.49
19/02/2024,P018,Telefon,Elektronik,359.21,2,718.42,8685,Kader,Erkek,51,Ankara,1285.3
15/05/2024,P010,Çanta,Giyim,1399.65,15,20994.75,5861,Mehdiye,Kadın,59,Gaziantep,4397.59
26/05/2023,P010,Çanta,Giyim,1353.06,14,18942.84,4209,Yağızkurt,Kadın,56,Gaziantep,2610.64
13/09/2023,P010,Çanta,Giyim,1283.96,14,7520.75939059395,5245,Meşhur,Erkek,44,İzmir,3865.83
14/12/2022,P082,Defter,Kırtasiye,1194.47,19,22694.93,7913,Müşüre,Kadın,40,Ankara,1941.22
22/02/2023,P010,Çanta,Giyim,1300.41,16,20806.56,6209,Aybet,Erkek,63,Ankara,4873.68
22/01/2023,P082,Defter,Kırtasiye,1129.7,18,20334.6,1620,Doğuhan,Kadın,28,Adana,1575.69
05/03/2024,P018,Telefon,Elektronik,1324.84,17,22522.28,5450,Sayin,Kadın,41,İzmir,2112.09
11/08/2024,P011,Kalem,Kırtasiye,115.74,18,2083.32,5602,Tülin,Kadın,56,Adana,643.7
18/02/2024,P032,Mouse,Elektronik,424.06,18,7633.08,7877,Sonad,Kadın,68,Antalya,4907.41
10/03/2024,P024,Bilgisayar,Elektronik,1076.43,14,15070.02,4701,Atilhan,Kadın,24,Antalya,518.1
10/09/2024,P010,Çanta,Giyim,866.52,6,5199.12,1465,Susam,Erkek,28,Ankara,3606.12
13/07/2024,P087,Kulaklık,Elektronik,1300.3,1,1300.3,5049,Gülay,Kadın,37,İzmir,527.96
27/12/2022,P032,Mouse,Elektronik,126.49,18,2276.82,7424,Esengün,Erkek,29,Bursa,1646.45
11/03/2023,P018,Telefon,Elektronik,481.73,1,481.73,7156,Cemalettin,Erkek,51,Ankara,2962.4
27/05/2024,P082,Defter,Kırtasiye,1180.62,4,4722.48,9565,Gürten,Erkek,23,Adana,4354.01
19/08/2024,P097,Su Şişesi,Mutfak Ürünleri,65.81,14,921.34,3838,Deviner,Erkek,32,Ankara,2788.98
24/11/2022,P097,Su Şişesi,Mutfak Ürünleri,496.57,16,7945.12,7443,Necdat,Erkek,49,İzmir,2075.36
09/05/2024,P097,Su Şişesi,Mutfak Ürünleri,610.14,11,6711.54,5993,Tevs,Kadın,47,İzmir,996.74
29/09/2023,P024,Bilgisayar,Elektronik,705.74,14,9880.36,1061,Hafıza,Erkek,66,İzmir,1233.16
31/08/2023,P082,Defter,Kırtasiye,154.54,19,2936.26,6869,Müzekker,Erkek,64,İstanbul,4796.64
17/12/2022,P032,Mouse,Elektronik,1434.78,14,20086.92,6874,Börteçin,Kadın,25,İzmir,4090.22
27/04/2024,P011,Kalem,Kırtasiye,1448.96,14,20285.44,1184,Öğet,Kadın,28,İstanbul,1652.58
04/05/2024,P032,Mouse,Elektronik,865.69,5,7520.75939059395,4339,Bican,Kadın,52,İzmir,2752.7
20/02/2024,P097,Su Şişesi,Mutfak Ürünleri,611.27,10,6112.7,3351,Nirgül,Kadın,59,Bursa,2753.65
17/10/2023,P063,Klima,Elektronik,194.62,18,3503.16,3707,Goncafer,Erkek,22,Bursa,4465.31
17/02/2024,P063,Klima,Elektronik,1128.28,15,16924.2,9892,Nevgin,Kadın,30,İstanbul,2844.13
03/02/2023,P037,Fırın,Ev Aletleri,12/09/2024 00:00,10,129.0,7228,Gülter,Kadın,30,Gaziantep,2535.54
23/11/2023,P097,Su Şişesi,Mutfak Ürünleri,1191.19,15,7520.75939059395,8919,Ergül,Kadın,47,Konya,1662.14
01/06/2023,P097,Su Şişesi,Mutfak Ürünleri,273.78,9,7520.75939059395,1903,Börteçin,Kadın,52,Adana,2075.04
24/06/2024,P037,Fırın,Ev Aletleri,1110.43,17,18877.31,2699,Erkan,Erkek,69,Gaziantep,246.01
09/04/2024,P032,Mouse,Elektronik,361.6,1,361.6,6223,Günkurt,Erkek,48,Gaziantep,4106.97
15/09/2023,P082,Defter,Kırtasiye,1075.07,15,16126.05,9838,Şöhret,Kadın,21,Ankara,2578.54
26/05/2023,P082,Defter,Kırtasiye,103.87,8,830.96,3152,Yıldır,Kadın,32,İstanbul,3139.34
01/08/2024,P082,Defter,Kırtasiye,952.34,2,1904.68,3139,Esenbay,Kadın,55,İzmir,1362.3
23/08/2024,P024,Bilgisayar,Elektronik,1357.56,16,21720.96,3142,Özpetek,Erkek,29,Bursa,3835.22
02/08/2024,P011,Kalem,Kırtasiye,295.8,1,295.8,9731,Akçabay,Kadın,55,Konya,4766.83
10/03/2023,P010,Çanta,Giyim,374.32,4,1497.28,7675,Çağdan,Kadın,31,Bursa,483.39
19/10/2024,P087,Kulaklık,Elektronik,1300.76,9,11706.84,6108,Tunahan,Kadın,57,İstanbul,428.09
06/05/2024,P082,Defter,Kırtasiye,1344.76,2,2689.52,7677,Neşrin,Kadın,35,Antalya,4848.06
13/02/2023,P018,Telefon,Elektronik,212.94,3,7520.75939059395,4673,Sabihe,Kadın,44,Konya,2848.98
05/02/2023,P024,Bilgisayar,Elektronik,224.7,6,7520.75939059395,4071,Sevla,Erkek,18,Gaziantep,1757.66
13/01/2023,P010,Çanta,Giyim,292.24,11,7520.75939059395,6914,Saba,Erkek,46,Bursa,4578.06
17/12/2023,P010,Çanta,Giyim,229.58,10,2295.8,4698,Behiza,Erkek,67,Konya,3465.28
16/04/2024,P024,Bilgisayar,Elektronik,825.46,17,14032.82,1150,Hiçsönmez,Erkek,47,Konya,1119.66
02/03/2023,P032,Mouse,Elektronik,1413.61,19,26858.59,4882,Seyyide,Erkek,54,Bursa,2048.02
16/02/2023,P011,Kalem,Kırtasiye,1202.39,13,7520.75939059395,4429,Salurbay,Kadın,41,Gaziantep,2073.86
15/09/2023,P082,Defter,Kırtasiye,1407.8,9,12670.2,8678,Talayer,Erkek,69,Bursa,2288.76
24/04/2024,P037,Fırın,Ev Aletleri,923.81,11,10161.91,2312,Çelikyürek,Kadın,41,Antalya,4636.26
23/11/2022,P010,Çanta,Giyim,70.1,16,1121.6,3042,Bilgütay,Kadın,68,Bursa,4462.0
25/06/2023,P018,Telefon,Elektronik,119.31,14,1670.34,2803,Hamiyet,Kadın,19,Konya,2359.4
24/05/2024,P032,Mouse,Elektronik,68.92,14,964.88,6165,Erbil,Erkek,43,Gaziantep,995.28
23/10/2023,P063,Klima,Elektronik,920.06,16,14720.96,5477,Tuğcan,Erkek,29,İstanbul,2912.63
18/12/2022,P063,Klima,Elektronik,1345.53,3,4036.59,7225,Elvan,Kadın,22,Gaziantep,4514.54
25/01/2023,P010,Çanta,Giyim,94.72,12,1136.64,8057,Bediriye,Erkek,69,Adana,4580.81
01/06/2023,P097,Su Şişesi,Mutfak Ürünleri,330.09,1,330.09,5746,Ağakişi,Kadın,61,Antalya,297.43
06/04/2023,P082,Defter,Kırtasiye,388.95,1,388.95,3346,Sevla,Erkek,38,Antalya,2441.87
12/07/2023,P037,Fırın,Ev Aletleri,231.72,5,1158.6,2414,Sabır,Erkek,55,Konya,3988.74
02/01/2023,P097,Su Şişesi,Mutfak Ürünleri,431,8,3448.0,7799,Doğuhan,Kadın,55,İstanbul,4822.64
18/11/2023,P097,Su Şişesi,Mutfak Ürünleri,292.09,11,3212.99,1901,Törel,Kadın,67,Gaziantep,4972.73
19/10/2023,P037,Fırın,Ev Aletleri,1071.22,18,19281.96,9674,Tatu,Kadın,49,Antalya,3673.44
26/04/2024,P063,Klima,Elektronik,1330.73,10,13307.3,4869,Hafıza,Kadın,52,Ankara,448.55
16/10/2023,P082,Defter,Kırtasiye,661.64,15,9924.6,8676,Niğmet,Erkek,24,Ankara,1122.17
24/05/2024,P087,Kulaklık,Elektronik,316.37,6,1898.22,4212,Tutkucan,Kadın,54,İstanbul,3610.27
25/03/2024,P037,Fırın,Ev Aletleri,456.42,11,5020.62,7745,Nades,Kadın,48,Konya,4853.28
21/12/2023,P063,Klima,Elektronik,1357.11,1,1357.11,6006,Yoruç,Erkek,40,Bursa,101.68
03/05/2024,P097,Su Şişesi,Mutfak Ürünleri,769.84,11,8468.24,2129,Ozansü,Kadın,26,Antalya,4267.73
09/03/2023,P011,Kalem,Kırtasiye,535.21,12,6422.52,1731,Sencar,Kadın,63,Antalya,3812.88
12/12/2022,P087,Kulaklık,Elektronik,896.26,16,14340.16,9592,Dalkılıç,Erkek,25,Ankara,3210.03
13/02/2023,P097,Su Şişesi,Mutfak Ürünleri,893.95,4,3575.8,7062,Aksöğüt,Kadın,38,Bursa,2447.12
19/05/2023,P024,Bilgisayar,Elektronik,481.4,15,7221.0,4081,Akmaner,Erkek,35,İzmir,1661.0
21/07/2023,P011,Kalem,Kırtasiye,253.41,4,1013.64,9301,Gelengül,Kadın,63,Bursa,1963.85
21/04/2024,P010,Çanta,Giyim,1293.72,18,23286.96,5874,Dirlik,Kadın,39,Ankara,4644.13
11/08/2024,P024,Bilgisayar,Elektronik,887.76,11,9765.36,7720,Nezihi,Kadın,28,Ankara,2541.24
03/07/2023,P011,Kalem,Kırtasiye,584.47,7,4091.29,3999,Türkmen,Kadın,31,Konya,4735.56
16/09/2024,P037,Fırın,Ev Aletleri,267.07,2,534.14,4018,Dincer,Erkek,61,Ankara,4907.94
22/02/2023,P097,Su Şişesi,Mutfak Ürünleri,98.75,17,1678.75,9479,Ledün,Kadın,69,Adana,1439.15
19/06/2024,P082,Defter,Kırtasiye,1489.01,10,14890.1,1006,Aysuna,Erkek,54,Gaziantep,3531.4
21/02/2024,P082,Defter,Kırtasiye,746.63,19,14185.97,4468,Karcan,Kadın,40,Bursa,1459.13
24/06/2023,P082,Defter,Kırtasiye,1016.84,19,19319.96,2722,Sirap,Erkek,48,İstanbul,1543.0
10/11/2023,P082,Defter,Kırtasiye,509.81,4,2039.24,6095,Emin,Erkek,68,Bursa,4983.48
27/07/2024,P037,Fırın,Ev Aletleri,679.05,5,3395.25,1553,Nursim,Erkek,45,Gaziantep,1122.42
16/06/2024,P010,Çanta,Giyim,01/08/1936 00:00,7,58.52,4777,Çağdan,Erkek,19,Gaziantep,1456.41
16/05/2023,P011,Kalem,Kırtasiye,501.28,18,9023.04,5174,Erbay,Kadın,65,Adana,2351.8
18/03/2023,P010,Çanta,Giyim,943.54,11,10378.94,3742,İrfan,Erkek,34,Antalya,4803.25
16/05/2024,P037,Fırın,Ev Aletleri,628.68,1,628.68,9006,Korugan,Kadın,38,Adana,4821.71
18/01/2023,P010,Çanta,Giyim,1266.65,18,22799.7,2131,Lutfi,Kadın,36,Antalya,2228.09
09/04/2024,P087,Kulaklık,Elektronik,261.53,8,2092.24,7870,Çokan,Erkek,46,Gaziantep,280.16
16/08/2024,P063,Klima,Elektronik,804.54,6,4827.24,3237,Gökbudun,Kadın,24,İzmir,1421.26
25/06/2024,P010,Çanta,Giyim,49.68,1,49.68,6646,Ezgin,Erkek,61,Ankara,3774.06
27/03/2024,P032,Mouse,Elektronik,136.86,16,2189.76,1004,Saba,Kadın,28,Bursa,4158.37
11/05/2023,P082,Defter,Kırtasiye,165.8,8,1326.4,8368,İlkbahar,Kadın,46,İzmir,831.38
20/11/2023,P087,Kulaklık,Elektronik,138.22,14,1935.08,2777,Boynak,Kadın,30,Adana,2866.72
22/04/2023,P024,Bilgisayar,Elektronik,253.51,17,4309.67,7440,Tuğtaş,Kadın,39,Antalya,1607.27
22/12/2023,P032,Mouse,Elektronik,1478.19,17,25129.23,7390,Öryürek,Kadın,48,Antalya,3702.97
10/04/2023,P010,Çanta,Giyim,1132.05,18,20376.9,1078,Görklü,Kadın,24,Ankara,3082.46
22/03/2023,P024,Bilgisayar,Elektronik,913.23,3,2739.69,7901,Erdogan,Kadın,63,İstanbul,4334.16
09/08/2023,P032,Mouse,Elektronik,1139.61,12,13675.32,1322,İnsaf,Erkek,62,Antalya,4911.26
